,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
46994,DEU,Europe,Germany,2020-09-23,279025.0,1613.0,1736.571,9423.0,18.0,7.143,3325.667,19.225,20.698,112.312,0.215,0.085,1.13,289.0,3.445,,,,,,,,,,,168415.0,2.007,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
59035,IRN,Asia,Iran,2020-09-23,432798.0,3605.0,3209.143,24840.0,184.0,172.571,5090.019,42.397,37.742,292.136,2.164,2.03,1.21,,,,,,,,,27711.0,3828330.0,45.024,0.326,26678.0,0.314,0.12,8.3,tests performed,,,,,,,,,,,,,,54.63,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,,,,
67634,KGZ,Asia,Kyrgyzstan,2020-09-23,45630.0,88.0,79.714,1063.0,0.0,0.0,6884.069,13.276,12.026,160.372,0.0,0.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.13,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,
67003,KWT,Asia,Kuwait,2020-09-23,101299.0,616.0,614.286,590.0,2.0,2.714,23402.509,142.311,141.915,136.304,0.462,0.627,0.9,,,,,,,,,4622.0,720509.0,166.455,1.068,4417.0,1.02,0.139,7.2,tests performed,,,,,,,,,,,,,,74.07,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,,,,
19593,BFA,Africa,Burkina Faso,2020-09-24,1950.0,21.0,26.143,56.0,0.0,0.0,90.71,0.977,1.216,2.605,0.0,0.0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,21497097.0,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,,,,
98312,PRY,South America,Paraguay,2020-09-24,36404.0,833.0,755.857,743.0,16.0,22.714,5042.356,115.38,104.695,102.914,2.216,3.146,1.03,,,,,,,,,2735.0,261563.0,36.229,0.379,2818.0,0.39,0.268,3.7,tests performed,,,,,,,,,,,,,,81.48,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
105688,VCT,North America,Saint Vincent and the Grenadines,2020-09-24,64.0,0.0,0.0,,,0.0,575.183,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111269.0,281.787,31.8,7.724,4.832,10727.146,,252.675,11.62,,,,2.6,72.53,0.738,,,,
138284,ZWE,Africa,Zimbabwe,2020-09-24,7752.0,27.0,17.0,227.0,0.0,0.429,513.644,1.789,1.126,15.041,0.0,0.028,0.65,,,,,,,,,721.0,116605.0,7.726,0.048,596.0,0.039,0.029,35.1,tests performed,,,,,,,,,,,,,,76.85,15092171.0,42.729,19.6,2.822,1.882,1899.775,21.4,307.846,1.82,1.6,30.7,36.791,1.7,61.49,0.571,,,,
46996,DEU,Europe,Germany,2020-09-25,283712.0,2366.0,1780.714,9451.0,15.0,9.286,3381.53,28.2,21.224,112.645,0.179,0.111,1.16,297.0,3.54,,,,,,,,,,,171370.0,2.043,,,tests performed,,,,,,,,,,,,,,49.54,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
72071,LIE,Europe,Liechtenstein,2020-09-25,118.0,1.0,0.857,1.0,0.0,0.0,3084.645,26.141,22.407,26.141,0.0,0.0,1.16,,,,,,,,,123.0,7606.0,198.829,3.215,107.0,2.797,0.008,125.0,tests performed,,,,,,,,,,,,,,43.52,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
76268,MWI,Africa,Malawi,2020-09-25,5764.0,17.0,6.857,179.0,0.0,0.0,293.368,0.865,0.349,9.11,0.0,0.0,0.77,,,,,,,,,,,,,334.0,0.017,0.021,48.7,samples tested,,,,,,,,,,,,,,54.63,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
18315,BRN,Asia,Brunei,2020-09-26,146.0,0.0,0.143,3.0,0.0,0.0,330.667,0.0,0.324,6.795,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,441532.0,81.347,32.4,4.591,2.382,71809.251,,201.285,12.79,2.0,30.9,,2.7,75.86,0.838,,,,
50228,GTM,North America,Guatemala,2020-09-26,89702.0,824.0,650.0,3213.0,27.0,15.429,4915.214,45.151,35.617,176.056,1.479,0.845,1.0,,,,,,,,,1701.0,303015.0,16.604,0.093,2848.0,0.156,0.228,4.4,people tested,,,,,,,,,,,,,,67.59,18249868.0,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,,,,
63324,JPN,Asia,Japan,2020-09-26,81689.0,639.0,433.429,1547.0,3.0,6.286,648.064,5.069,3.439,12.273,0.024,0.05,1.06,,,,,,,,,10522.0,1741995.0,13.82,0.083,13902.0,0.11,0.031,32.1,people tested,,,,,,,,,,,,,,29.63,126050796.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,,,,
76954,MYS,Asia,Malaysia,2020-09-26,10769.0,82.0,86.0,134.0,1.0,0.429,328.562,2.502,2.624,4.088,0.031,0.013,1.6,52.0,1.587,110.0,3.356,,,,,8587.0,1554300.0,47.422,0.262,10101.0,0.308,0.009,117.5,people tested,,,,,,,,,,,,,,52.78,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
59039,IRN,Asia,Iran,2020-09-27,446448.0,3362.0,3472.571,25589.0,195.0,184.0,5250.553,39.54,40.84,300.945,2.293,2.164,1.12,,,,,,,,,,,,,24780.0,0.291,0.14,7.1,tests performed,,,,,,,,,,,,,,54.63,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,57189.2,19.99,27.38,672.58654601102
70784,LBR,Africa,Liberia,2020-09-28,1339.0,1.0,0.429,82.0,0.0,0.0,258.484,0.193,0.083,15.829,0.0,0.0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.19,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,
11256,BRB,North America,Barbados,2020-09-29,190.0,0.0,0.143,7.0,0.0,0.0,660.392,0.0,0.497,24.33,0.0,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.19,287708.0,664.463,39.8,14.952,9.473,16978.068,,170.05,13.57,1.9,14.5,88.469,5.8,79.19,0.814,,,,
33902,DJI,Africa,Djibouti,2020-09-29,5416.0,6.0,1.286,61.0,0.0,0.0,5404.127,5.987,1.283,60.866,0.0,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,1002197.0,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,,1.4,67.11,0.524,,,,
74720,LUX,Europe,Luxembourg,2020-09-29,8431.0,55.0,59.286,124.0,0.0,0.0,13281.056,86.64,93.391,195.333,0.0,0.0,1.18,5.0,7.876,30.0,47.258,,,,,7072.0,828911.0,1305.754,11.14,5244.0,8.261,0.011,88.5,tests performed,,,,,,,,,,,,,,47.22,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
76957,MYS,Asia,Malaysia,2020-09-29,11135.0,101.0,111.0,136.0,0.0,0.571,339.728,3.082,3.387,4.149,0.0,0.017,1.66,9.0,0.275,326.0,9.946,,,,,15977.0,1590755.0,48.534,0.487,10914.0,0.333,0.01,98.3,people tested,,,,,,,,,,,,,,54.63,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
107987,SAU,Asia,Saudi Arabia,2020-09-29,334187.0,539.0,484.143,4739.0,27.0,28.143,9456.156,15.252,13.699,134.095,0.764,0.796,0.87,,,,,,,,,47320.0,6734659.0,190.564,1.339,42953.0,1.215,0.011,88.7,tests performed,,,,,,,,,,,,,,57.41,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
119073,SUR,South America,Suriname,2020-09-29,4863.0,27.0,14.857,104.0,2.0,0.571,8217.331,45.624,25.105,175.736,3.38,0.966,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.59,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
8044,AUT,Europe,Austria,2020-09-30,44813.0,772.0,689.857,799.0,3.0,3.143,4955.506,85.369,76.286,88.355,0.332,0.348,1.1,90.0,9.952,406.0,44.896,,,,,31409.0,1617987.0,178.92,3.473,18389.0,2.033,,,tests performed,,,,,,,,,,,,,,40.74,9043072.0,106.749,44.4,19.202,13.748,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37,81.54,0.922,,,,
83500,MNG,Asia,Mongolia,2020-10-01,313.0,0.0,0.0,,,0.0,94.014,0.0,0.0,,,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,3329282.0,1.98,28.6,4.031,2.421,11840.846,0.5,460.043,4.82,5.5,46.5,71.18,7.0,69.87,0.737,,,,
118441,SDN,Africa,Sudan,2020-10-02,13657.0,4.0,7.571,836.0,0.0,0.0,304.101,0.089,0.169,18.615,0.0,0.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85,44909351.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,
37122,SLV,North America,El Salvador,2020-10-02,29269.0,94.0,91.286,853.0,5.0,3.857,4490.143,14.42,14.004,130.858,0.767,0.592,1.02,,,,,,,,,2496.0,398456.0,61.127,0.383,2446.0,0.375,0.037,26.8,tests performed,,,,,,,,,,,,,,52.78,6518500.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,,,,
9982,BHR,Asia,Bahrain,2020-10-03,72310.0,507.0,505.0,258.0,3.0,2.714,41360.297,289.997,288.853,147.572,1.716,1.553,0.87,,,,,,,,,8767.0,1458920.0,834.482,5.015,10085.0,5.768,0.05,20.0,units unclear,,,,,,,,,,,,,,60.19,1748295.0,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2.0,77.29,0.852,,,,
70157,LSO,Africa,Lesotho,2020-10-03,1680.0,0.0,17.429,39.0,0.0,0.571,778.114,0.0,8.072,18.063,0.0,0.265,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,,,
82214,MDA,Europe,Moldova,2020-10-03,55888.0,872.0,764.857,1353.0,9.0,10.571,13888.582,216.698,190.073,336.231,2.237,2.627,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.59,4024025.0,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,,,,
87797,NPL,Asia,Nepal,2020-10-03,84570.0,2120.0,1821.286,528.0,8.0,8.714,2849.881,71.441,61.375,17.793,0.27,0.294,1.33,,,,,,,,,12978.0,1061664.0,35.776,0.437,11923.0,0.402,0.153,6.5,tests performed,,,,,,,,,,,,,,76.85,29674920.0,204.43,25.0,5.809,3.212,2442.804,15.0,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,,,,
98321,PRY,South America,Paraguay,2020-10-03,43452.0,768.0,790.0,913.0,23.0,18.714,6018.582,106.376,109.424,126.461,3.186,2.592,1.02,,,,,,,,,2725.0,286262.0,39.65,0.377,2743.0,0.38,0.288,3.5,tests performed,,,,,,,,,,,,,,81.48,7219641.0,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5.0,21.6,79.602,1.3,74.25,0.728,,,,
124924,TGO,Africa,Togo,2020-10-03,1840.0,22.0,14.857,48.0,0.0,0.286,217.026,2.595,1.752,5.662,0.0,0.034,1.07,,,,,,,,,1151.0,95452.0,11.258,0.136,1009.0,0.119,0.015,67.9,tests performed,,,,,,,,,,,,,,59.26,8478242.0,143.366,19.4,2.839,1.525,1429.813,49.2,280.033,6.15,0.9,14.2,10.475,0.7,61.04,0.515,,,,
9329,BHS,North America,Bahamas,2020-10-04,4409.0,77.0,81.571,96.0,0.0,1.0,11108.2,193.997,205.514,241.866,0.0,2.519,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.61,396914.0,39.497,34.3,8.996,5.2,27717.847,,235.954,13.17,3.1,20.4,,2.9,73.92,0.814,,,,
15425,BOL,South America,Bolivia,2020-10-04,136868.0,299.0,423.857,8101.0,28.0,34.714,11566.698,25.268,35.82,684.615,2.366,2.934,0.78,,,,,,,,,765.0,304738.0,25.753,0.065,1408.0,0.119,0.301,3.3,tests performed,,,,,,,,,,,,,,81.48,11832936.0,10.202,25.4,6.704,4.393,6885.829,7.1,204.299,6.89,,,25.383,1.1,71.51,0.718,,,,
81252,MEX,North America,Mexico,2020-10-04,761665.0,3712.0,4478.286,79088.0,208.0,379.714,5847.167,28.496,34.379,607.145,1.597,2.915,1.11,,,,,,,,,3736.0,1790545.0,13.746,0.029,11701.0,0.09,0.395,2.5,people tested,,,,,,,,,,,,,,73.61,130262220.0,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,197033.6,34.14,31.93,1512.59206238002
4415,ATG,North America,Antigua and Barbuda,2020-10-05,107.0,0.0,0.857,3.0,0.0,0.0,1083.786,0.0,8.682,30.387,0.0,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98728.0,231.845,32.1,6.933,4.631,21490.943,,191.511,13.17,,,,3.8,77.02,0.778,,,,
66361,OWID_KOS,Europe,Kosovo,2020-10-05,15855.0,41.0,47.857,633.0,3.0,1.143,8896.732,23.006,26.854,355.196,1.683,0.641,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,1782115.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,
73385,OWID_LIC,,Low income,2020-10-05,237611.0,1149.0,1385.857,6180.0,20.0,16.429,357.23,1.727,2.084,9.291,0.03,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665149040.0,,,,,,,,,,,,,,,,,,
107993,SAU,Asia,Saudi Arabia,2020-10-05,336766.0,379.0,445.429,4898.0,23.0,26.571,9529.132,10.724,12.604,138.594,0.651,0.752,0.9,,,,,,,,,50785.0,7019099.0,198.612,1.437,47394.0,1.341,0.009,106.4,tests performed,,,,,,,,,,,,,,57.41,35340680.0,15.322,31.9,3.295,1.845,49045.411,,259.538,17.72,1.8,25.4,,2.7,75.13,0.854,,,,
127191,TUR,Asia,Turkey,2020-10-05,326046.0,1603.0,1457.286,8498.0,57.0,62.286,3833.908,18.849,17.136,99.926,0.67,0.732,1.02,,,,,,,,,115632.0,10891627.0,128.072,1.36,111242.0,1.308,0.013,76.3,tests performed,,,,,,,,,,,,,,69.91,85042736.0,104.914,31.6,8.153,5.061,25129.341,0.2,171.285,12.13,14.1,41.1,,2.81,77.69,0.82,,,,
129127,UKR,Europe,Ukraine,2020-10-05,236329.0,3905.0,4250.0,4530.0,35.0,64.0,5436.997,89.839,97.776,104.217,0.805,1.472,1.2,,,,,,,,,15646.0,2397905.0,55.166,0.36,24485.0,0.563,0.174,5.8,tests performed,,,,,,,,,,,,,,58.8,43466822.0,77.39,41.4,16.462,11.133,7894.393,0.1,539.849,7.11,13.5,47.4,,8.8,72.06,0.779,,,,
23837,CAF,Africa,Central African Republic,2020-10-06,4852.0,7.0,6.571,62.0,0.0,0.0,986.181,1.423,1.336,12.602,0.0,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,4919987.0,7.479,18.3,3.655,2.251,661.24,,435.727,6.1,,,16.603,1.0,53.28,0.397,,,,
102401,ROU,Europe,Romania,2020-10-06,139612.0,2121.0,2028.286,5121.0,73.0,47.0,7298.916,110.886,106.039,267.726,3.816,2.457,1.3,608.0,31.786,,,,,,,,,,,21248.0,1.111,0.095,10.5,tests performed,,,,,,,,,,,,,,43.52,19127772.0,85.129,43.0,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,,6.892,76.05,0.828,,,,
113820,SOM,Africa,Somalia,2020-10-06,3745.0,0.0,22.429,99.0,0.0,0.0,228.919,0.0,1.371,6.052,0.0,0.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.78,16359500.0,23.5,16.8,2.731,1.496,,,365.769,6.05,,,9.831,0.9,57.4,,,,,
45674,GMB,Africa,Gambia,2020-10-07,3613.0,0.0,4.857,117.0,0.0,0.714,1452.791,0.0,1.953,47.046,0.0,0.287,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,2486937.0,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,
118446,SDN,Africa,Sudan,2020-10-07,13668.0,0.0,3.143,836.0,0.0,0.0,304.346,0.0,0.07,18.615,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.85,44909351.0,23.258,19.7,3.548,2.034,4466.507,,431.388,15.67,,,23.437,0.8,65.31,0.51,,,,
49579,GRD,North America,Grenada,2020-10-08,24.0,0.0,0.0,,,0.0,212.361,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113015.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,,,,
75661,MDG,Africa,Madagascar,2020-10-08,16654.0,21.0,28.571,235.0,0.0,0.429,585.845,0.739,1.005,8.267,0.0,0.015,0.66,,,,,,,,,,74020.0,2.604,,419.0,0.015,0.068,14.7,tests performed,,,,,,,,,,,,,,44.44,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
101751,QAT,Asia,Qatar,2020-10-08,127394.0,213.0,205.0,218.0,0.0,0.571,43471.406,72.683,69.953,74.389,0.0,0.195,0.99,,,,,,,,,4994.0,815021.0,278.114,1.704,4842.0,1.652,,,people tested,,,,,,,,,,,,,,64.81,2930524.0,227.322,31.9,1.307,0.617,116935.6,,176.69,16.52,0.8,26.9,,1.2,80.23,0.848,,,,
28488,CRI,North America,Costa Rica,2020-10-09,86053.0,1225.0,1174.857,1055.0,15.0,17.857,16744.914,238.371,228.614,205.291,2.919,3.475,1.02,,,,,,,,,2749.0,226778.0,44.128,0.535,2499.0,0.486,0.388,2.6,people tested,,,,,,,,,,,,,,58.33,5139053.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,,,,
119760,SWE,Europe,Sweden,2020-10-09,98451.0,919.0,595.429,5894.0,2.0,-0.143,9689.907,90.451,58.604,580.109,0.197,-0.014,1.48,23.0,2.264,180.0,17.716,,,,,19916.0,,,1.96,19534.0,1.923,0.03,32.8,tests performed,,,,,,,,,,,,,,55.56,10160159.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,,2.22,82.8,0.945,,,,
62651,JAM,North America,Jamaica,2020-10-10,7559.0,196.0,109.143,138.0,6.0,2.714,2542.155,65.916,36.706,46.411,2.018,0.913,0.91,,,,,,,,,363.0,84716.0,28.491,0.122,598.0,0.201,0.183,5.5,samples tested,,,,,,,,,,,,,,75.0,2973462.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,,,,
40339,ETH,Africa,Ethiopia,2020-10-11,84295.0,866.0,782.286,1287.0,10.0,9.286,715.115,7.347,6.637,10.918,0.085,0.079,1.02,,,,,,,,,7383.0,1350633.0,11.458,0.063,7009.0,0.059,0.112,9.0,tests performed,,,,,,,,,,,,,,65.74,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,
24472,TCD,Africa,Chad,2020-10-11,1304.0,13.0,12.429,92.0,0.0,0.857,77.091,0.769,0.735,5.439,0.0,0.051,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15,16914985.0,11.833,16.7,2.486,1.446,1768.153,38.4,280.995,6.1,,,5.818,,54.24,0.398,,,,
26458,COL,South America,Colombia,2020-10-12,919084.0,7768.0,8132.286,27985.0,151.0,163.0,17927.805,151.524,158.63,545.88,2.945,3.18,1.03,,,,,,,,,28290.0,4186359.0,81.66,0.552,38698.0,0.755,0.203,4.9,tests performed,,,,,,,,,,,,,,71.3,51265841.0,44.223,32.2,7.646,4.312,13254.949,4.5,124.24,7.44,4.7,13.5,65.386,1.71,77.29,0.767,,,,
78235,MLI,Africa,Mali,2020-10-12,3296.0,10.0,15.286,132.0,0.0,0.143,158.038,0.479,0.733,6.329,0.0,0.007,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.96,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
37132,SLV,North America,El Salvador,2020-10-12,30335.0,139.0,113.714,894.0,4.0,4.143,4653.678,21.324,17.445,137.148,0.614,0.636,1.04,,,,,,,,,2414.0,422820.0,64.865,0.37,2441.0,0.374,0.047,21.5,tests performed,,,,,,,,,,,,,,52.78,6518500.0,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,,,,
128488,UGA,Africa,Uganda,2020-10-12,9864.0,63.0,128.429,94.0,1.0,1.714,209.322,1.337,2.725,1.995,0.021,0.036,0.88,,,,,,,,,2257.0,511156.0,10.847,0.048,2209.0,0.047,0.058,17.2,samples tested,,,,,,,,,,,,,,73.15,47123533.0,213.759,16.4,2.168,1.308,1697.707,41.6,213.333,2.5,3.4,16.7,21.222,0.5,63.37,0.544,,,,
117815,LKA,Asia,Sri Lanka,2020-10-13,5038.0,194.0,112.286,13.0,0.0,0.0,234.355,9.024,5.223,0.605,0.0,0.0,1.12,,,,,,,,,6566.0,348909.0,16.23,0.305,6504.0,0.303,0.017,57.9,tests performed,,,,,,,,,,,,,,34.26,21497306.0,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,,3.6,76.98,0.782,,,,
73393,OWID_LIC,,Low income,2020-10-13,248261.0,1121.0,1361.429,6352.0,12.0,21.429,373.241,1.685,2.047,9.55,0.018,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665149040.0,,,,,,,,,,,,,,,,,,
119087,SUR,South America,Suriname,2020-10-13,5072.0,14.0,15.286,107.0,0.0,0.143,8570.492,23.657,25.829,180.805,0.0,0.241,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41,591798.0,3.612,29.6,6.933,4.229,13767.119,,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,,,,
19613,BFA,Africa,Burkina Faso,2020-10-14,2305.0,0.0,11.857,63.0,0.0,0.571,107.224,0.0,0.552,2.931,0.0,0.027,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,21497097.0,70.151,17.6,2.409,1.358,1703.102,43.7,269.048,2.42,1.6,23.9,11.877,0.4,61.58,0.452,,,,
45049,GAB,Africa,Gabon,2020-10-14,8869.0,9.0,7.714,54.0,0.0,0.0,3891.911,3.949,3.385,23.696,0.0,0.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.78,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,,,
52462,GUY,South America,Guyana,2020-10-14,3589.0,24.0,42.429,106.0,0.0,1.571,4541.147,30.367,53.685,134.121,0.0,1.988,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.22,790329.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,,,,
109304,SRB,Europe,Serbia,2020-10-14,35251.0,245.0,151.143,768.0,1.0,1.429,5129.995,35.654,21.995,111.765,0.146,0.208,1.51,22.0,3.185,351.0,50.809,,,,,6428.0,1213404.0,176.584,0.935,5689.0,0.828,0.027,37.6,people tested,,,,,,,,,,,,,,54.63,6871547.0,80.291,41.2,17.366,,14048.881,,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,,,,
137675,ZMB,Africa,Zambia,2020-10-14,15616.0,29.0,56.0,345.0,0.0,1.429,825.341,1.533,2.96,18.234,0.0,0.076,0.93,,,,,,,,,2963.0,195873.0,10.352,0.157,3348.0,0.177,0.017,59.8,tests performed,,,,,,,,,,,,,,45.37,18920657.0,22.995,17.7,2.48,1.542,3689.251,57.5,234.499,3.94,3.1,24.7,13.938,2.0,63.89,0.584,,,,
39072,EST,Europe,Estonia,2020-10-15,3980.0,33.0,31.429,68.0,0.0,0.143,3003.347,24.902,23.716,51.313,0.0,0.108,0.94,3.0,2.264,33.0,24.902,,,,,2345.0,303156.0,228.765,1.77,2508.0,1.893,0.013,79.8,tests performed,,,,,,,,,,,,,,35.19,1325188.0,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,,,,
57080,IND,Asia,India,2020-10-15,7370468.0,63371.0,66331.0,112161.0,895.0,810.143,5289.522,45.479,47.603,80.494,0.642,0.581,0.88,,,,,,,,,1136183.0,91226305.0,65.47,0.815,1108619.0,0.796,0.06,16.7,samples tested,,,,,,,,,,,,,,64.35,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,
